name,country,sports,age,gender,philosophy,ambition,hero
RADOVIC Filip,Montenegro, Table Tennis,21,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (pobjeda.me, 03 Nov 2020)","Polish table tennis player Natalia Partyka. (Trans World Sport YouTube channel, 19 Oct 2019)"
RAE Derek,Great Britain, Athletics,35,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (fifetoday.co.uk, 20 Jan 2020)",
RAHIMI Gholamreza,Islamic Republic of Iran, Archery,43,Male,"""Make your dreams come true."" (Athlete, 22 Aug 2021)",,"Iranian Para archer Alisina Manshaezadeh. (Athlete, 22 Aug 2021)"
RAHIMLI Huseyn,Azerbaijan, Judo,26,Male,,,
RAHUL JAKHAR,India, Shooting,35,Male,,,
RAIMONDI Stefano,Italy, Swimming,23,Male,"""Don't be afraid to dream big."" (Instagram profile, 03 Jan 2020)","To compete at the 2020 Paralympic Games in Tokyo. (Instagram profile, 01 Mar 2020)","Italian Paralympic swimmer Federico Morlacchi. (Athlete, 09 Sep 2019)"
RAIUL Denis,Republic of Moldova, Powerlifting,29,Male,,,
RAJAB Mahmoud,Libya, Athletics,35,Male,,,"Swiss tennis player Roger Federer. (Athlete, 28 Aug 2021)"
RAKAUSKAITE Giedre,Great Britain, Rowing,30,Female,,,
RAKESA Iosefo,Fiji, Athletics,25,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (abc.net.au, 30 Jan 2018)","Fijian rugby players Jerry Tuwai and Semi Radradra. (Athlete, 27 Aug 2021)"
RAKHIMBEKOVA Aliya,Kazakhstan, Swimming,22,Female,,"To win a gold medal at the Paralympic Games. (Athlete, 19 Aug 2021)","US swimmer Michael Phelps, Kazakhstani boxer Gennady Golovkin. (Athlete, 19 Aug 2021)"
RAM PAL,India, Athletics,32,Male,"""The secret of my success is hard work. As long as you work hard things fall into place."" (hindustantimes.com, 25 Oct 2018)","To win gold at the 2020 Paralympic Games in Tokyo. (hindustantimes.com, 25 Oct 2018)","Indian Para athlete Amit Saroha. (hindustantimes.com, 25 Oct 2018)"
RAMADAN Mohamed Mohamed,Egypt, Athletics,36,Male,,"To win a Paralympic medal. (Athlete, 25 Aug 2021)",
RAMEZANI GERAKOEI Morteza,Islamic Republic of Iran, Sitting Volleyball,36,Male,,"To win gold at the 2020 Paralympic Games in Tokyo. (Athlete, 21 Aug 2021)",
RAMIREZ Fabiola,Mexico, Swimming,31,Female,"""There are no limits if you really want something."" (ultra.com.mx, 2011)","To compete at the 2020 Paralympic Games in Tokyo. (liderempresarial.com, 24 Jan 2020)",
RAMIREZ Rodolfo,Argentina, Judo,44,Male,"""Stay on your feet until you are brought down."" (Athlete, 23 Aug 2021)","To win a medal at the 2020 Paralympic Games in Tokyo. (argentina.gob.ar, 10 Aug 2021)",
RAMOS Andre,Portugal, Boccia,25,Male,,,"Portuguese footballer Cristiano Ronaldo. (Athlete, 24 Aug 2021)"
RAMOS Damiao,Brazil, Football 5-a-side,46,Male,,,
RAMOS HERNANDEZ Mario Santana,Mexico, Athletics,40,Male,"""Go hard or go home."" (Athlete, 15 Jul 2017)","To win gold at the 2020 Paralympic Games in Tokyo. (20minutos.com.mx, 15 May 2020)","US basketball player Michael Jordan, Jamaican sprinter Usain Bolt, Mexican Para athletes Saul Mendoza and Angeles Ortiz, Mexican Para swimmer Juan Ignacio Reyes. (Athlete, 15 Jul 2017)"
RANA Soman,India, Athletics,38,Male,,,
RASOULI Hossain,Afghanistan, Athletics,26,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (thekabultimes.gov.af, 01 Jul 2021)",
RATTANA Chaiwat,Thailand, Athletics,25,Male,,"To win a gold medal at the Paralympic Games. (today.line.me, 02 Sep 2019)","Thai wheelchair racer Prawat Wahoram. (Athlete, 24 Aug 2021)"
RATZLAFF Casey,United States of America, Wheelchair Tennis,22,Male,"""Don't make your disability an excuse to not go out and try things. If you want to explore, go explore. I did it, and I think it's worked out for me so far. Just be yourself and work hard at the things you love and you'll go places in life."" (disabledsportsusa.org, 01 Jan 2019)","To compete at the 2020 Paralympic Games in Tokyo. (Instagram profile, 13 Feb 2020)","Swiss tennis player Roger Federer, Japanese wheelchair tennis player Shingo Kunieda. (canaltenis.com, 11 May 2020)"
RAU Thomas,Germany, Table Tennis,37,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (teamdeutschland-paralympics.de, 21 Aug 2020)","German basketball player Dirk Nowitzki. (Athlete, 29 May 2016)"
RAUEN Danielle,Brazil, Table Tennis,23,Female,,"To win medals in singles at the Paralympic Games and world championships. (site.cbtm.org.br, 01 May 2017)","Polish table tennis player Natalia Partyka. (site.cbtm.org.br, 01 May 2017)"
RAVISH Emma Rose,United States of America, Archery,21,Female,"""No matter what you are going through, or what you are trying to overcome, you can do it. And if not in the way you want to, then in a way that you have to adapt to."" (USA Archery YouTube Channel, 23 Apr 2020)","To win gold at the 2020 Paralympic Games in Tokyo, and to compete in able-bodied archery at the 2024, 2028 and 2032 Olympic Games. (nbc-2.com, 29 Jul 2021)",
RAZETDINOVA Adelina,RPC, Swimming,21,Female,,"To compete at the 2020 Paralympic Games in Tokyo. (Athlete, 10 Mar 2021)",
RAZI Saman,Islamic Republic of Iran, Powerlifting,35,Male,,"To win a medal at the 2020 Paralympic Games in Tokyo. (irisfd.ir, 13 May 2019)","Iranian freestyle wrestler Gholamreza Takhti. (Athlete, 15 Jul 2019)"
RAZM AZAR Ahmad,Georgia, Powerlifting,29,Male,"""Be sincere and honest."" (Instagram profile, 01 Jan 2018)",,
REARDON Scott,Australia, Athletics,31,Male,"""If you sit down on your backside and expect things to come to you, nothing will ever happen."" (youngwitness.com.au, 07 May 2019)","To compete at the 2020 Paralympic Games at Tokyo, and to run the T42 100m in under 12 seconds. (paralympic.org.au, 07 May 2019)","His older brother Phil. (Australian Beef. The Greatest. YouTube channel, 09 Mar 2020)"
REBOUCAS Diogo,Brazil, Sitting Volleyball,37,Male,,,
RECHER Fabian,Switzerland, Cycling Road,22,Male,"""Be realistic, but believe in the impossible."" (swissparalympic.ch, 01 Jan 2021; berneroberlaender.ch, 07 Feb 2021)","To compete at the Paralympic Games. (berneroberlaender.ch, 07 Feb 2021)",
REDFERN Rebecca,Great Britain, Swimming,21,Female,,"To win a medal at the 2020 Paralympic Games in Tokyo. (worcesterobserver.co.uk, 14 Jun 2018; droitwichstandard.co.uk, 13 Sep 2019)","British Para swimmer Ellie Simmonds. (sportsaid.org.uk, 01 Jan 2016)"
REGISTRE Ywenson,Haiti, Athletics,22,Male,,"To win a medal at the 2020 Paralympic Games in Tokyo. (haiti.loopnews.com, 09 Apr 2020)",
REHM Markus,Germany, Athletics,33,Male,"""There is no 'I can't'."" (Instagram profile, 05 Mar 2020)","To win gold at the 2020 Paralympic Games in Tokyo. (Facebook page, 28 Feb 2020)",
REID Amanda,Australia, Cycling Track,24,Female,"""Dream it, believe it, you'll be it."" (thesaturdaypaper.com.au, 2015)",,"Australian 400m runner Cathy Freeman, Australian wheelchair racers Kurt Fearnley and Louise Sauvage. (sbs.com.au, 24 Jan 2021)"
REID Gordon,Great Britain, Wheelchair Tennis,29,Male,"""He who dares, wins."" (Athlete, 23 Dec 2014)",,"Swiss tennis player Roger Federer. (Athlete, 23 Dec 2014)"
REID Melissa,Great Britain, Triathlon,30,Female,,"To win a gold or silver medal at the 2020 Paralympic Games in Tokyo. (LinkedIn profile, 01 Mar 2021)","British triathlete Chrissie Wellington. (triathloninspires.com, 01 Sep 2014)"
REID Stef,Great Britain, Athletics,36,Female,"""We are what we repeatedly do. Excellence, therefore, is not an act, but a habit."" [Aristotle] (Facebook page, 24 Sep 2020)","To compete at the 2020 Paralympic Games in Tokyo. (paralympics.org.uk, 25 Aug 2019)","US triathlete Madonna Buder, Canadian wheelchair racer Chantal Petitclerc, Swiss tennis player Roger Federer. (paralympic.org, 08 Mar 2015)"
REILLY Allie,United States of America, Rowing,24,Female,,,"US alpine skier Lindsey Vonn. (gorhody.com, 01 Aug 2019)"
REINKE Emma,Canada, Goalball,23,Female,,"To compete at the 2020 Paralympic Games in Tokyo. (stthomastimesjournal.com, 17 Apr 2017)",
REINOSO FIGUEROLA Joan,Spain, Cycling Road,30,Male,"""If you cannot make sacrifices for your dream, then it is not your dream."" (Facebook profile, 23 Jul 2021)","To compete at the 2020 Paralympic Games in Tokyo. (ultimahora.es, 29 Mar 2020)",
REIS Cassio,Brazil, Football 5-a-side,32,Male,"""There are different types of barriers. Each person has his own, but with dedication and motivation anyone can be a winner."" (laurodefreitas.ba.gov.br, 26 Sep 2019)",,"Brazilian footballer Ronaldo. (Athlete, 20 Jul 2016)"
REITTI Pia-Pauliina,Finland, Equestrian,32,Female,,"To compete at the 2020 Paralympic Games in Tokyo. (hevosurheilu.fi, 04 Jul 2021)",
REITZ Flavio,Brazil, Athletics,34,Male,"""Every effort and dedication will be rewarded."" (Instagram profile, 22 Jul 2019)","To compete at the 2020 Paralympic Games in Tokyo. (guiaparanasudoeste.com.br, 17 Feb 2018)","Brazilian racing driver Ayrton Senna, Brazilian basketballer Oscar Schmidt. (Athlete, 23 Oct 2015)"
REJA MUNOZ Javier,Spain, Rowing,47,Male,"""Sport has been a lifesaver for me."" (sunrisemedical.co.uk, 29 Jun 2021)","To compete at the 2020 Paralympic Games in Tokyo. (remoandaluz.es, 08 Apr 2021)","US motorcycle road racer Kevin Schwantz. (dxtadaptado.com, 25 Jul 2021)"
REPPE Zandra,Sweden, Archery,47,Female,"""Be positive, see opportunities, everything is possible."" (Athlete, 18 Feb 2018)","To win a medal at the Paralympic Games. (Athlete, 18 Feb 2018)",
RESTREPO MUNOZ Yesenia Maria,Colombia, Athletics,39,Female,"""It's true when they say that disability is in the mind, each person sets their own limits. As long as there is desire, love, and a willingness to accomplish, anything is possible."" (elcolombiano.com, 11 Oct 2015)",,"Her husband Joe Gonzalez. (Athlete, 08 Nov 2019)"
REVUELTA GARCIA Sara,Spain, Wheelchair Basketball,24,Female,"""If you can dream it, you can do it."" (Instagram profile, 01 Jan 2020)","To compete at the 2020 Paralympic Games in Tokyo. (Facebook profile, 24 Mar 2020)",
REYES TURCIO Victor Eduardo,Mexico, Table Tennis,26,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (radioytvmexiquense.mx, 01 Feb 2021)","Serbian tennis player Novak Djokovic. (Athlete, 23 Aug 2021)"
REYNOLDS Jesse,New Zealand, Swimming,24,Male,"""Life's not about how hard you can hit, it's about how hard you can get hit and keep moving forward."" (paralympics.org.nz, 01 May 2018)","To win a medal at the 2020 Paralympic Games in Tokyo. (stuff.co.nz, 29 Nov 2020)","New Zealand Para swimmer Cameron Leslie. (Athlete, 12 Sep 2019)"
REZNICHENKO Aleksandr,RPC, Sitting Volleyball,34,Male,"""The fewer negative thoughts you have, the lighter your heart will feel, the stronger your spirit and body. Living on earth, each one has to choose what to live for."" (OK profile, 15 Jul 2013)","To win gold at the Paralympic Games. (Athlete, 17 Mar 2020)","Russian footballer Yegor Titov, Portuguese footballer Luis Figo, Italian footballer Alessandro Del Piero. (Athlete, 17 Mar 2020)"
RHEINE CORREA de SOUZA Matheus,Brazil, Swimming,28,Male,"""Sport brings life."" (Athlete, 19 Jul 2015)",,"Brazilian Para swimmers Andre Brasil and Daniel Dias. (Athlete, 19 Jul 2015, 21 Aug 2010)"
RIAPOS Jan,Slovakia, Table Tennis,52,Male,"""The only handicap is a negative attitude."" (truni.sk, 29 Oct 2020)","To win a medal at the 2020 Paralympic Games in Tokyo. (truni.sk, 29 Oct 2020)",
RIBEIRO de CARVALHO Caio,Brazil, Canoe Sprint,35,Male,,"To win two gold medals at the 2020 Paralympic Games in Tokyo. (olimpiadatododia.com.br, 03 Sep 2020)",
RIBEIRO de OLIVA Sergio Froes,Brazil, Equestrian,39,Male,"""I get my motivation out of my impairment."" (sergiooliva.com.br, 01 Sep 2018)","To win gold at the 2020 Paralympic Games in Tokyo. (adestramentobrasil.com.br, 22 Mar 2018)","Brazilian rider Rodrigo Pessoa. (chevaux.com.br, 06 Nov 2017)"
RIBEIRO Mariana,Brazil, Swimming,26,Female,,"To compete at the 2020 Paralympic Games in Tokyo. (agenciabrasil.ebc.com.br, 08 Apr 2020)",
RICHARD Didier,France, Shooting,56,Male,"""Once all the materials are in place, it all comes down to your mental strength - it's all a question of concentration."" (courrier-picard.fr, 06 Aug 2010)","To compete at the 2020 and 2024 Paralympic Games. (sportmag.fr, 18 Sep 2019)","French cyclist Bernard Hinault, French footballer Michel Platini, Swedish Para shooter Jonas Jacobsson. (hautsdefrance.fr, 06 Sep 2016)"
RIDER IBANEZ Israel,Spain, Cycling Road,50,Male,"""The medals are earned during training. On the day of the competition we are only going to collect them."" (Twitter profile, 15 Sep 2017)","To win a medal at the 2020 Paralympic Games in Tokyo. (tododisca.com, 26 Jul 2021)",
RIDLEY Amy,Australia, Goalball,19,Female,"""Say yes to opportunities, friendships, avenues, because they have to lead you somewhere."" (Save Sight Institute YouTube channel, 13 Oct 2020)",,
RIECH Nate,Canada, Athletics,26,Male,"""Champions aren't made in the gyms. Champions are made from something they have deep inside them - a desire, a dream, a vision."" [Muhammad Ali] (csipacific.ca, 01 Jul 2019)","To win a gold medal at the 2020 Paralympic Games in Tokyo. (csipacific.ca, 01 Jul 2019; paralympic.org, 19 Dec 2020)","Canadian athletes Malindi Elmore and Melissa Bishop, US basketball player Blake Griffin, US American football player Pat Tillman. (Athlete, 11 Nov 2019)"
RIEGLER Josef,Austria, Wheelchair Tennis,46,Male,"""Success is never final, but neither is defeat."" (ots.at, 06 Dec 2017)","To compete at the Paralympic Games. (ots.at, 06 Dec 2017)",
RIGAUDEAU Thibaut,France, Triathlon,31,Male,"""Never let go despite the difficulties. Believe in yourself to reach the peak of your own pride."" (vetyversports.fr, 04 Jun 2021)","To win a medal of any colour at the 2020 Paralympic Games in Tokyo, and to win gold at the 2024 Games in Paris. (paris.fr, 19 Jul 2021)",
RIGO Isaiah,United States of America, Athletics,22,Male,,,
RIGSEL Pema,Bhutan, Archery,34,Male,"""I don't focus on what I am up against, I focus on my goals."" (Bhutan Archery Federation Facebook page, 15 May 2021)",,
RIKHSIMOV Mukhammad,Uzbekistan, Athletics,23,Male,,"To win gold medals at the 2020 Paralympic Games in Tokyo and the 2024 Paralympic Games in Paris, and to claim gold at the 2022 Asian Para Games in Hangzhou, People's Republic of China. (Athlete, 29 Mar 2021)","German shot putter David Storl. (Athlete, 06 Nov 2019)"
RINCON NARVAEZ Miguel Angel,Colombia, Swimming,27,Male,"""Life is challenging, and we have to experience challenges because experiences are the only thing we have left in life. Fight for what you want because nobody is going to fight for you."" (colombia.com, 16 Nov 2017)","To compete at the 2020 Paralympic Games in Tokyo. (Instagram profile, 13 Jul 2019)","British swimmer Adam Peaty. (Athlete, 10 Sep 2019)"
RIPA Helene,Sweden, Canoe Sprint,50,Female,"""Everything is possible."" (Athlete, 07 Mar 2014)","To win a medal at the 2020 Paralympic Games in Tokyo. (svt.se, 11 May 2021)","Swedish cross-country skier Daniel Richardsson. (Athlete, 07 Mar 2014)"
RISKALLA Rodolpho,Brazil, Equestrian,36,Male,"""I always want more, I want to win, I want to be better, I've always been like that. That's how I got through what I've been through, because I was able to adapt. Adaptability is the key word, and pushing your own boundaries a bit. We all have more strength than we think we have."" (fei.org, 11 May 2020)","To win a gold medal at the 2020 Paralympic Games in Tokyo, and to compete in both able-bodied and Para dressage events at the 2024 Olympic and Paralympic Games in Paris. (fei.org, 11 May 2020; parasapo.tokyo, 19 Feb 2020)",
RISTIC Dragan,Serbia, Shooting,42,Male,"""Work and persistence pay off."" (plusonline.rs, 28 Aug 2016)","To win a medal at the 2020 Paralympic Games in Tokyo. (RTS Zabava - Zvanicni kanal YouTube channel, 01 Dec 2019)",
RISTOSKI Mikela,Croatia, Athletics,31,Female,,"To defend her Paralympic title in the T20 long jump at the 2020 Games in Tokyo. (glasistre.hr, 27 Jan 2020)","Serbian long jumper Ivana Spanovic. (glasistre.hr, 08 Feb 2021)"
RIVARD Aurelie,Canada, Swimming,25,Female,"""I'd tell young Paralympians to not listen to what people say if they don't believe in you and just let it go. Trust yourself and put in the amount of work you need to achieve your goals. I would've avoided myself so much stress if I just believed in myself and what I was able to do as a 13, 14 year old."" (winnipegfreepress.com, 08 Aug 2019)","To win medals at the 2020 Paralympic Games in Tokyo. (cbc.ca, 26 Mar 2020)","Canadian Para swimmer Benoit Huot. (cbc.ca, 29 Jan 2019)"
RIVERA FUENTES Carmelo,Puerto Rico, Athletics,32,Male,,"To win a Paralympic medal. (Athlete, 23 Aug 2021)","Moroccan athlete Hicham El Guerrouj. (Athlete, 23 Aug 2021)"
RIVERO Higinio,Spain, Canoe Sprint,39,Male,,"To win multiple medals at the 2020 Paralympic Games in Tokyo. (dxtadaptado.com, 22 Aug 2019; bilbao.net, 09 Oct 2019)",
RIVERO Nicolas,Argentina, Swimming,19,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (merlo.gob.ar, 20 Mar 2017)","Argentinian Para swimmer Guillermo Marro. (Athlete, 12 Sep 2019)"
RIVIERE Gael,France, Football 5-a-side,31,Male,"""Don't let other people stop you doing whatever you want to do in life."" (zinfos974.com, 13 Sep 2012)",,
ROBERTO FLORIANI Edenilson,Brazil, Athletics,31,Male,,"To win a medal at the 2020 Paralympic Games in Tokyo. (esportejoinville.com.br, 06 Jul 2021)",
ROBERTS Jaleen,United States of America, Athletics,22,Female,"""Some people succeed because they are destined to, others succeed because they have the desire."" (Athlete, 11 Nov 2019)","To win a medal in four events [100m, 200m, long jump, and the universal relay] at the 2020 Paralympic Games in Tokyo. (Athlete, 06 Nov 2019)","US Para athlete Elexis Gillette. (Athlete, 06 Nov 2019)"
ROBERTS Jim,Great Britain, Wheelchair Rugby,34,Male,,"To win a medal at the Paralympic Games. (j-roberts.co.uk, 05 Aug 2019)",
ROBINS Kim,Australia, Wheelchair Basketball,33,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (LinkedIn profile, 01 Feb 2020)",
ROBINSON Eleanor,Great Britain, Swimming,20,Female,"""If I can inspire one child somewhere in the world, that's enough for me. That's partly why I swim."" (northamptonchron.co.uk, 31 Dec 2016)","To win medals at the 2020 Paralympic Games in Tokyo, improving on the gold and bronze she won at the 2016 Games in Rio de Janeiro. (sportsbeatvideo YouTube channel, 06 Apr 2018; telegraph.co.uk, 12 Sep 2020)","British Para swimmer Ellie Simmonds, British Para athletes Jonnie Peacock and Hannah Cockroft. (sportsaid.org.uk, 02 Dec 2014; prostinternational.com, 13 Jun 2020)"
ROBINSON Holly,New Zealand, Athletics,26,Female,"""Go out and have fun. Live in the moment and watch the javelin fly."" (Athlete, 06 Nov 2019)","To win gold at the 2020 Paralympic Games in Tokyo. (paralympics.org.nz, 12 Feb 2021)","New Zealand sprint paddler Lisa Carrington. (Athlete, 16 Jul 2017)"
ROBINSON Lucy,Great Britain, Wheelchair Basketball,22,Female,,,
ROBINSON Stuart,Great Britain, Wheelchair Rugby,39,Male,"""Never tell anyone they can't. They will prove you wrong."" (sportsforschools.org, 07 Oct 2019)","To compete at the 2020 Paralympic Games in Tokyo. (3-1-5.co.uk, 04 May 2018; The OppO Foundation Twitter profile, 05 May 2021)",
ROCHA Ivo,Portugal, Swimming,31,Male,"""You must overcome yourself to try to reach as high as possible."" (Athlete, 12 Aug 2018)",,
ROCHA MACHADO Raissa,Brazil, Athletics,25,Female,"""Having a physical impairment does not mean that I am unable to get where I want to."" (revistaglamour.globo.com, 15 May 2019)","To win a medal at the 2020 Paralympic Games in Tokyo. (olimpiadatododia.com.br, 17 Apr 2020)","Brazilian artistic gymnast Daiane dos Santos. (olimpiadatododia.com.br, 17 Apr 2020)"
ROCKI Rafal,Poland, Athletics,45,Male,"""Go ahead like a ram, don't look back. Capture life through moments."" (Instagram profile, 2019)","To win a medal at the Paralympic Games. (portel.pl, 07 Nov 2019)",
RODRIGUES BATISTA Laiana,Brazil, Sitting Volleyball,39,Female,"""We will never know how strong we are until we take action and fight."" (Instagram profile, 26 Jul 2017)","To compete at the 2020 Paralympic Games in Tokyo. (globoesporte.globo.com, 21 Sep 2016)",
RODRIGUES dos SANTOS Anderson,Brazil, Sitting Volleyball,37,Male,,,
RODRIGUES Daniel,Brazil, Wheelchair Tennis,34,Male,"""Losing is part of it, never give up."" (Athlete, 20 Jul 2016)","To win gold at the Paralympic Games. (Athlete, 20 Jul 2016)",
RODRIGUES Eric,Canada, Wheelchair Rugby,42,Male,"""Struggle and strife come before success, even in the dictionary."" (Athlete, 20 Aug 2021)","""[To] leave this world a better place than it was when I came into it."" (Athlete, 20 Aug 2021)",
RODRIGUES Esthefany,Brazil, Swimming,22,Female,,,"Brazilian Para swimmer Clodoaldo Silva. (Athlete, 19 Jul 2015)"
RODRIGUES GOMES Elizabeth,Brazil, Athletics,56,Female,,"To win a medal at the 2020 Paralympic Games in Tokyo. (olimpiadatododia.com.br, 18 Dec 2019)","Brazilian basketball player Hortencia Marcari. (Athlete, 23 Oct 2015)"
RODRIGUES LACERDA Lethicia,Brazil, Table Tennis,18,Female,,"To compete at the 2020 Paralympic Games in Tokyo. (agenciabrasil.ebc.com.br, 10 May 2020)",
RODRIGUEZ BOLIVAR Luis Felipe,Venezuela, Athletics,28,Male,"""Never stop dreaming because we are the only ones responsible for fulfilling our dreams and goals."" (Comite Paralimpico de Venezuela Facebook page, 12 Nov 2019)",,"Coach Elavit Asmadt. (Athlete, 24 Aug 2021)"
RODRIGUEZ Kiara,Ecuador, Athletics,18,Female,,"To win a medal at the 2020 Paralympic Games. (tokyo2020.org, 02 Mar 2021)",
RODRIGUEZ Matthew,United States of America, Cycling Road,49,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (Instagram profile, 06 Jul 2021)",
RODRIGUEZ OLIVA Sergio,Spain, Football 5-a-side,34,Male,"""The best goalkeeper is not the one who makes the most saves, but he who faces the fewest shots."" (lavanguardia.com, 12 Jun 2018)","To compete at the 2020 Paralympic Games in Tokyo. (efe.com, 12 Jun 2018)","Football goalkeepers Iker Casillas from Spain, Gianluigi Buffon from Italy, Peter Schmeichel from Denmark. (Athlete, 23 Aug 2021)"
RODRIGUEZ PULIDO Veronica,Spain, Rowing,33,Female,"""Do not dream your life, live your dream."" [a tattoo her mother had on her arm] (tokio2020.dxtadaptado.com, 25 Jul 2021)",,"Spanish footballers Sergio Ramos and Iker Casillas. (dxtadaptado.com, 25 Jul 2021)"
RODRIGUEZ RAMIREZ Deliber,Spain, Athletics,28,Male,"""Sport is almost everything for me. I feel better and free."" (Athlete, 17 Jul 2017)","To win a medal at the 2020 Paralympic Games in Tokyo. (dxtadaptado.com, 13 Mar 2021)","Grenadian sprinter Kirani James. (Athlete, 06 Nov 2019)"
RODRIGUEZ REYES Gerardo,Cuba, Judo,31,Male,,,
RODRIGUEZ RODRIGUEZ Leidy,Cuba, Powerlifting,37,Female,"""I never set limits."" (juventudrebelde.cu, 23 Aug 2016)","To compete at the 2020 and 2024 Paralympic Games and win a medal. (jit.cu, 01 Dec 2020)","Cuban Para powerlifter Danilo Rodriguez. (Athlete, 05 Dec 2017)"
RODRIGUEZ SAAVEDRA Monica Olivia,Mexico, Athletics,32,Female,"""Success is not a matter of luck but dedication, being consistent, and effort."" (Athlete, 15 Jul 2017)",,"Ethiopian runner Kenenisa Bekele. (Athlete, 15 Jul 2017)"
RODRIGUEZ Sebastian,Spain, Swimming,64,Male,"""Swimming is 90% mental. You are swimming and your head asks you to stop, but you have to learn to continue. Train yourself to ignore it, to know how to suffer. Your mind deceives you, it tells you that you are drowning, but you are not."" (diariodealcala.es, 24 May 2021)","To compete at the 2020 Paralympic Games in Tokyo. (Mais Que Auga Facebook page, 09 Apr 2019; atlantico.net, 22 Aug 2018)",
RODRIGUEZ Susana,Spain, Athletics,33,Female,"""There is only one way to get things done and that is to not be afraid to fight."" (Instagram profile, 06 Mar 2021)","To compete at the 2020 Paralympic Games in Tokyo in both Para triathlon and Para athletics. (rtve.es, 12 Mar 2021)","Spanish triathletes Javier Gomez Noya and Ivan Rana. (Athlete, 27 Nov 2015)"
RODRIGUEZ Susana,Spain, Triathlon,33,Female,"""There is only one way to get things done and that is to not be afraid to fight."" (Instagram profile, 06 Mar 2021)","To compete at the 2020 Paralympic Games in Tokyo in both Para triathlon and Para athletics. (rtve.es, 12 Mar 2021)","Spanish triathletes Javier Gomez Noya and Ivan Rana. (Athlete, 27 Nov 2015)"
RODZIK Filip,Poland, Shooting,40,Male,"""Aim for the moon because even if you miss, you'll be among the stars."" (paralympic.org.pl, 01 Jan 2017)","To win a medal at the 2020 Paralympic Games in Tokyo. (paralympic.org, 08 May 2017)",
ROEGER Michael,Australia, Athletics,33,Male,"""To become a professional runner takes time. I know we all want it now, but if you stay patient and be consistent over years, it will give you the best opportunity to succeed. Also, listen to your body. Take an easy day or rest day, because what I have learned over the years is if your body is sore or tired over a long period of time, it needs a break, and putting in an easy or rest day will benefit you in the long run."" (uk.runningheroes.com, 30 Sep 2020)","To win a gold medal at the 2020 Paralympic Games in Tokyo. (uk.runningheroes.com, 30 Sep 2020)","Australian Para sprinter Neil Fuller, Moroccan runner Hicham El Guerrouj, US basketball player Michael Jordan. (Athlete, 24 Oct 2015; paralympic.org.au, 07 Jan 2010)"
ROGERS Nick,United States of America, Athletics,25,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (Instagram profile, 07 Apr 2020)",
ROGGE Felix,Germany, Goalball,32,Male,"""Just taking part is not enough."" (Athlete, 22 Aug 2021)","To win a medal at the 2020 Paralympic Games in Tokyo. (sportbuzzer.de, 20 Nov 2019)",
ROJAS CABRERA Alejandro Yared,Spain, Swimming,28,Male,"""When we are no longer able to change a situation, we are challenged to change ourselves."" (Instagram profile, 14 Jul 2021)","To compete at the 2020 Paralympic Games in Tokyo. (Instagram profile, 14 Jul 2021)","Hungarian swimmer Laszlo Cseh. (Athlete, 03 Dec 2017)"
ROJAS OSORNO Luis Eduardo,Colombia, Swimming,51,Male,"""The person who believes and fights for their dreams can do anything."" (Athlete, 27 Aug 2021)","To be among the top six swimmers in the world. (Athlete, 27 Aug 2021)",
ROJAS ROJAS Sol Soraima,Venezuela, Athletics,29,Female,,,
ROKICKI Janusz,Poland, Athletics,47,Male,"""Never give up, fight until the end."" (paralympic.org.pl, 09 Sep 2016)","To win a gold medal at the Paralympic Games. (katowice.tvp.pl, 23 Jan 2018)","Polish shot putter Tomasz Majewski. (Athlete, 17 Jul 2017)"
ROLTON Gavin,New Zealand, Wheelchair Rugby,38,Male,"""We all get tools to teach us certain skills or functions in life, but as individuals we are so different, and if we don't adapt our own style or way of doing things we'll never reach our full potential. It's easy to go along with the status quo in life but that'll only get us so far."" (support4sport.co.nz, 18 Jun 2020)","To compete at the 2020 Paralympic Games in Tokyo. (support4sport.co.nz, 29 Mar 2020)",
ROMAN CHINCHILLA Steven,Costa Rica, Table Tennis,18,Male,"""You have to believe in yourself when no one else does because that will make you a winner."" (Instagram profile, 26 Jul 2020)","To compete at the 2020 Paralympic Games in Tokyo. (fecoteme.com, 05 Mar 2021)","German table tennis player Timo Boll. (Athlete, 23 Aug 2021)"
ROMANCHUK Daniel,United States of America, Athletics,23,Male,"""My wheelchair is freedom. I'm not bound to it or confined by it, and it's taken me around the world. To me, that's what sport is about, being free to push yourself past where you or others think you can go."" (clifbar.com, 01 Sep 2020)","To win a medal at the 2020 Paralympic Games in Tokyo. (disabledsportsusa.org, 01 Aug 2018)",
ROMBOUTS Francis,Belgium, Boccia,37,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (parantee-psylos.be, 27 May 2020)",
